S.No,From Date,To Date,PM2.5 (ug/m3),Ozone (ug/m3),SO2 (ug/m3),PM10 (ug/m3),NO2 (ug/m3),CO (mg/m3)
78,19-Mar-2017 - 00:00,20-Mar-2017 - 00:00,,,,,,
79,20-Mar-2017 - 00:00,21-Mar-2017 - 00:00,,,,,,
80,21-Mar-2017 - 00:00,22-Mar-2017 - 00:00,,,,,,
81,22-Mar-2017 - 00:00,23-Mar-2017 - 00:00,,,,,,
82,23-Mar-2017 - 00:00,24-Mar-2017 - 00:00,,,,,,
83,24-Mar-2017 - 00:00,25-Mar-2017 - 00:00,,,,,,
84,25-Mar-2017 - 00:00,26-Mar-2017 - 00:00,,,,,,
85,26-Mar-2017 - 00:00,27-Mar-2017 - 00:00,,,,,,
86,27-Mar-2017 - 00:00,28-Mar-2017 - 00:00,,,,,,
87,28-Mar-2017 - 00:00,29-Mar-2017 - 00:00,,,,,,
88,29-Mar-2017 - 00:00,30-Mar-2017 - 00:00,,,,,,
89,30-Mar-2017 - 00:00,31-Mar-2017 - 00:00,,,,,,
90,31-Mar-2017 - 00:00,01-Apr-2017 - 00:00,,,,,,
91,01-Apr-2017 - 00:00,02-Apr-2017 - 00:00,,,,,,
92,02-Apr-2017 - 00:00,03-Apr-2017 - 00:00,,,,,,
93,03-Apr-2017 - 00:00,04-Apr-2017 - 00:00,,,,,,
94,04-Apr-2017 - 00:00,05-Apr-2017 - 00:00,,,,,,
95,05-Apr-2017 - 00:00,06-Apr-2017 - 00:00,,,,,,
96,06-Apr-2017 - 00:00,07-Apr-2017 - 00:00,,,,,,
97,07-Apr-2017 - 00:00,08-Apr-2017 - 00:00,,,,,,
98,08-Apr-2017 - 00:00,09-Apr-2017 - 00:00,,,,,,
99,09-Apr-2017 - 00:00,10-Apr-2017 - 00:00,,,,,,
,,,,,,,,
201,20-Jul-2017 - 00:00,21-Jul-2017 - 00:00,,,,,,
202,21-Jul-2017 - 00:00,22-Jul-2017 - 00:00,,,,,,
203,22-Jul-2017 - 00:00,23-Jul-2017 - 00:00,,,,,,
204,23-Jul-2017 - 00:00,24-Jul-2017 - 00:00,,,,,,
205,24-Jul-2017 - 00:00,25-Jul-2017 - 00:00,,,,,,
206,25-Jul-2017 - 00:00,26-Jul-2017 - 00:00,,,,,,
207,26-Jul-2017 - 00:00,27-Jul-2017 - 00:00,,,,,,
208,27-Jul-2017 - 00:00,28-Jul-2017 - 00:00,,,,,,
209,28-Jul-2017 - 00:00,29-Jul-2017 - 00:00,,,,,,
210,29-Jul-2017 - 00:00,30-Jul-2017 - 00:00,,,,,,
211,30-Jul-2017 - 00:00,31-Jul-2017 - 00:00,,,,,,
212,31-Jul-2017 - 00:00,01-Aug-2017 - 00:00,,,,,,
213,01-Aug-2017 - 00:00,02-Aug-2017 - 00:00,,,,,,
214,02-Aug-2017 - 00:00,03-Aug-2017 - 00:00,,,,,,
215,03-Aug-2017 - 00:00,04-Aug-2017 - 00:00,,,,,,
216,04-Aug-2017 - 00:00,05-Aug-2017 - 00:00,,,,,,
217,05-Aug-2017 - 00:00,06-Aug-2017 - 00:00,,,,,,
218,06-Aug-2017 - 00:00,07-Aug-2017 - 00:00,,,,,,
219,07-Aug-2017 - 00:00,08-Aug-2017 - 00:00,,,,,,
220,08-Aug-2017 - 00:00,09-Aug-2017 - 00:00,,,,,,
221,09-Aug-2017 - 00:00,10-Aug-2017 - 00:00,,,,,,
222,10-Aug-2017 - 00:00,11-Aug-2017 - 00:00,,,,,,
223,11-Aug-2017 - 00:00,12-Aug-2017 - 00:00,,,,,,
224,12-Aug-2017 - 00:00,13-Aug-2017 - 00:00,,,,,,
225,13-Aug-2017 - 00:00,14-Aug-2017 - 00:00,,,,,,
226,14-Aug-2017 - 00:00,15-Aug-2017 - 00:00,,,,,,
227,15-Aug-2017 - 00:00,16-Aug-2017 - 00:00,,,,,,
228,16-Aug-2017 - 00:00,17-Aug-2017 - 00:00,,,,,,
229,17-Aug-2017 - 00:00,18-Aug-2017 - 00:00,,,,,,
230,18-Aug-2017 - 00:00,19-Aug-2017 - 00:00,,,,,,
231,19-Aug-2017 - 00:00,20-Aug-2017 - 00:00,,,,,,
232,20-Aug-2017 - 00:00,21-Aug-2017 - 00:00,,,,,,
233,21-Aug-2017 - 00:00,22-Aug-2017 - 00:00,,,,,,
234,22-Aug-2017 - 00:00,23-Aug-2017 - 00:00,,,,,,
235,23-Aug-2017 - 00:00,24-Aug-2017 - 00:00,,,,,,
236,24-Aug-2017 - 00:00,25-Aug-2017 - 00:00,,,,,,
237,25-Aug-2017 - 00:00,26-Aug-2017 - 00:00,,,,,,
238,26-Aug-2017 - 00:00,27-Aug-2017 - 00:00,,,,,,
239,27-Aug-2017 - 00:00,28-Aug-2017 - 00:00,,,,,,
240,28-Aug-2017 - 00:00,29-Aug-2017 - 00:00,,,,,,
241,29-Aug-2017 - 00:00,30-Aug-2017 - 00:00,,,,,,
242,30-Aug-2017 - 00:00,31-Aug-2017 - 00:00,,,,,,
243,31-Aug-2017 - 00:00,01-Sep-2017 - 00:00,,,,,,
244,01-Sep-2017 - 00:00,02-Sep-2017 - 00:00,,,,,,
245,02-Sep-2017 - 00:00,03-Sep-2017 - 00:00,,,,,,
246,03-Sep-2017 - 00:00,04-Sep-2017 - 00:00,,,,,,
247,04-Sep-2017 - 00:00,05-Sep-2017 - 00:00,,,,,,
248,05-Sep-2017 - 00:00,06-Sep-2017 - 00:00,,,,,,
249,06-Sep-2017 - 00:00,07-Sep-2017 - 00:00,,,,,,
250,07-Sep-2017 - 00:00,08-Sep-2017 - 00:00,,,,,,
251,08-Sep-2017 - 00:00,09-Sep-2017 - 00:00,,,,,,
252,09-Sep-2017 - 00:00,10-Sep-2017 - 00:00,,,,,,
253,10-Sep-2017 - 00:00,11-Sep-2017 - 00:00,,,,,,
254,11-Sep-2017 - 00:00,12-Sep-2017 - 00:00,,,,,,
255,12-Sep-2017 - 00:00,13-Sep-2017 - 00:00,,,,,,
256,13-Sep-2017 - 00:00,14-Sep-2017 - 00:00,,,,,,
257,14-Sep-2017 - 00:00,15-Sep-2017 - 00:00,,,,,,
258,15-Sep-2017 - 00:00,16-Sep-2017 - 00:00,,,,,,
259,16-Sep-2017 - 00:00,17-Sep-2017 - 00:00,,,,,,
260,17-Sep-2017 - 00:00,18-Sep-2017 - 00:00,,,,,,
261,18-Sep-2017 - 00:00,19-Sep-2017 - 00:00,,,,,,
262,19-Sep-2017 - 00:00,20-Sep-2017 - 00:00,,,,,,
263,20-Sep-2017 - 00:00,21-Sep-2017 - 00:00,,,,,,
264,21-Sep-2017 - 00:00,22-Sep-2017 - 00:00,,,,,,
265,22-Sep-2017 - 00:00,23-Sep-2017 - 00:00,,,,,,
266,23-Sep-2017 - 00:00,24-Sep-2017 - 00:00,,,,,,
267,24-Sep-2017 - 00:00,25-Sep-2017 - 00:00,,,,,,
268,25-Sep-2017 - 00:00,26-Sep-2017 - 00:00,,,,,,
269,26-Sep-2017 - 00:00,27-Sep-2017 - 00:00,,,,,,
270,27-Sep-2017 - 00:00,28-Sep-2017 - 00:00,,,,,,
271,28-Sep-2017 - 00:00,29-Sep-2017 - 00:00,,,,,,
272,29-Sep-2017 - 00:00,30-Sep-2017 - 00:00,,,,,,
273,30-Sep-2017 - 00:00,01-Oct-2017 - 00:00,,,,,,
274,01-Oct-2017 - 00:00,02-Oct-2017 - 00:00,,,,,,
275,02-Oct-2017 - 00:00,03-Oct-2017 - 00:00,,,,,,
276,03-Oct-2017 - 00:00,04-Oct-2017 - 00:00,,,,,,
277,04-Oct-2017 - 00:00,05-Oct-2017 - 00:00,,,,,,
278,05-Oct-2017 - 00:00,06-Oct-2017 - 00:00,,,,,,
279,06-Oct-2017 - 00:00,07-Oct-2017 - 00:00,,,,,,
280,07-Oct-2017 - 00:00,08-Oct-2017 - 00:00,,,,,,
281,08-Oct-2017 - 00:00,09-Oct-2017 - 00:00,,,,,,
282,09-Oct-2017 - 00:00,10-Oct-2017 - 00:00,,,,,,
283,10-Oct-2017 - 00:00,11-Oct-2017 - 00:00,,,,,,
284,11-Oct-2017 - 00:00,12-Oct-2017 - 00:00,,,,,,
285,12-Oct-2017 - 00:00,13-Oct-2017 - 00:00,,,,,,
286,13-Oct-2017 - 00:00,14-Oct-2017 - 00:00,,,,,,
287,14-Oct-2017 - 00:00,15-Oct-2017 - 00:00,,,,,,
288,15-Oct-2017 - 00:00,16-Oct-2017 - 00:00,,,,,,
289,16-Oct-2017 - 00:00,17-Oct-2017 - 00:00,,,,,,
290,17-Oct-2017 - 00:00,18-Oct-2017 - 00:00,,,,,,
291,18-Oct-2017 - 00:00,19-Oct-2017 - 00:00,,,,,,
292,19-Oct-2017 - 00:00,20-Oct-2017 - 00:00,,,,,,
293,20-Oct-2017 - 00:00,21-Oct-2017 - 00:00,,,,,,
294,21-Oct-2017 - 00:00,22-Oct-2017 - 00:00,,,,,,
295,22-Oct-2017 - 00:00,23-Oct-2017 - 00:00,,,,,,
296,23-Oct-2017 - 00:00,24-Oct-2017 - 00:00,,,,,,
297,24-Oct-2017 - 00:00,25-Oct-2017 - 00:00,,,,,,
298,25-Oct-2017 - 00:00,26-Oct-2017 - 00:00,,,,,,
299,26-Oct-2017 - 00:00,27-Oct-2017 - 00:00,,,,,,
,,,,,,,,
301,28-Oct-2017 - 00:00,29-Oct-2017 - 00:00,,,,,,
302,29-Oct-2017 - 00:00,30-Oct-2017 - 00:00,,,,,,
303,30-Oct-2017 - 00:00,31-Oct-2017 - 00:00,,,,,,
304,31-Oct-2017 - 00:00,01-Nov-2017 - 00:00,,,,,,
305,01-Nov-2017 - 00:00,02-Nov-2017 - 00:00,,,,,,
306,02-Nov-2017 - 00:00,03-Nov-2017 - 00:00,,,,,,
307,03-Nov-2017 - 00:00,04-Nov-2017 - 00:00,,,,,,
308,04-Nov-2017 - 00:00,05-Nov-2017 - 00:00,,,,,,
309,05-Nov-2017 - 00:00,06-Nov-2017 - 00:00,,,,,,
310,06-Nov-2017 - 00:00,07-Nov-2017 - 00:00,,,,,,
311,07-Nov-2017 - 00:00,08-Nov-2017 - 00:00,,,,,,
312,08-Nov-2017 - 00:00,09-Nov-2017 - 00:00,,,,,,
313,09-Nov-2017 - 00:00,10-Nov-2017 - 00:00,,,,,,
314,10-Nov-2017 - 00:00,11-Nov-2017 - 00:00,,,,,,
315,11-Nov-2017 - 00:00,12-Nov-2017 - 00:00,,,,,,
316,12-Nov-2017 - 00:00,13-Nov-2017 - 00:00,,,,,,
317,13-Nov-2017 - 00:00,14-Nov-2017 - 00:00,,,,,,
318,14-Nov-2017 - 00:00,15-Nov-2017 - 00:00,,,,,,
319,15-Nov-2017 - 00:00,16-Nov-2017 - 00:00,,,,,,
320,16-Nov-2017 - 00:00,17-Nov-2017 - 00:00,,,,,,
321,17-Nov-2017 - 00:00,18-Nov-2017 - 00:00,,,,,,
322,18-Nov-2017 - 00:00,19-Nov-2017 - 00:00,,,,,,
323,19-Nov-2017 - 00:00,20-Nov-2017 - 00:00,,,,,,
324,20-Nov-2017 - 00:00,21-Nov-2017 - 00:00,,,,,,
325,21-Nov-2017 - 00:00,22-Nov-2017 - 00:00,,,,,,
326,22-Nov-2017 - 00:00,23-Nov-2017 - 00:00,,,,,,
327,23-Nov-2017 - 00:00,24-Nov-2017 - 00:00,,,,,,
328,24-Nov-2017 - 00:00,25-Nov-2017 - 00:00,,,,,,
329,25-Nov-2017 - 00:00,26-Nov-2017 - 00:00,,,,,,
330,26-Nov-2017 - 00:00,27-Nov-2017 - 00:00,,,,,,
331,27-Nov-2017 - 00:00,28-Nov-2017 - 00:00,,,,,,
332,28-Nov-2017 - 00:00,29-Nov-2017 - 00:00,,,,,,
333,29-Nov-2017 - 00:00,30-Nov-2017 - 00:00,,,,,,
334,30-Nov-2017 - 00:00,01-Dec-2017 - 00:00,,,,,,
335,01-Dec-2017 - 00:00,02-Dec-2017 - 00:00,,,,,,
336,02-Dec-2017 - 00:00,03-Dec-2017 - 00:00,,,,,,
337,03-Dec-2017 - 00:00,04-Dec-2017 - 00:00,,,,,,
338,04-Dec-2017 - 00:00,05-Dec-2017 - 00:00,,,,,,
339,05-Dec-2017 - 00:00,06-Dec-2017 - 00:00,,,,,,
340,06-Dec-2017 - 00:00,07-Dec-2017 - 00:00,,,,,,
341,07-Dec-2017 - 00:00,08-Dec-2017 - 00:00,,,,,,
342,08-Dec-2017 - 00:00,09-Dec-2017 - 00:00,,,,,,
343,09-Dec-2017 - 00:00,10-Dec-2017 - 00:00,,,,,,
344,10-Dec-2017 - 00:00,11-Dec-2017 - 00:00,,,,,,
345,11-Dec-2017 - 00:00,12-Dec-2017 - 00:00,,,,,,
346,12-Dec-2017 - 00:00,13-Dec-2017 - 00:00,,,,,,
347,13-Dec-2017 - 00:00,14-Dec-2017 - 00:00,,,,,,
348,14-Dec-2017 - 00:00,15-Dec-2017 - 00:00,,,,,,
349,15-Dec-2017 - 00:00,16-Dec-2017 - 00:00,,,,,,
350,16-Dec-2017 - 00:00,17-Dec-2017 - 00:00,,,,,,
351,17-Dec-2017 - 00:00,18-Dec-2017 - 00:00,,,,,,
352,18-Dec-2017 - 00:00,19-Dec-2017 - 00:00,,,,,,
353,19-Dec-2017 - 00:00,20-Dec-2017 - 00:00,,,,,,
354,20-Dec-2017 - 00:00,21-Dec-2017 - 00:00,,,,,,
355,21-Dec-2017 - 00:00,22-Dec-2017 - 00:00,,,,,,
356,22-Dec-2017 - 00:00,23-Dec-2017 - 00:00,,,,,,
357,23-Dec-2017 - 00:00,24-Dec-2017 - 00:00,,,,,,
358,24-Dec-2017 - 00:00,25-Dec-2017 - 00:00,,,,,,
359,25-Dec-2017 - 00:00,26-Dec-2017 - 00:00,,,,,,
360,26-Dec-2017 - 00:00,27-Dec-2017 - 00:00,,,,,,
361,27-Dec-2017 - 00:00,28-Dec-2017 - 00:00,,,,,,
362,28-Dec-2017 - 00:00,29-Dec-2017 - 00:00,,,,,,
363,29-Dec-2017 - 00:00,30-Dec-2017 - 00:00,,,,,,
364,30-Dec-2017 - 00:00,31-Dec-2017 - 00:00,,,,,,
365,31-Dec-2017 - 00:00,01-Jan-2018 - 00:00,,,,,,
366,01-Jan-2018 - 00:00,02-Jan-2018 - 00:00,,,,,,
